(29.93, 18.31, 22.13),(115.04, 65.33, 72.44),494.5149314288194
(31.70, 18.36, 22.08),(122.48, 64.64, 71.79),558.074661249305
(27.25, 21.85, 26.27),(88.60, 72.61, 77.89),329.79769403764647
(29.22, 21.64, 25.94),(95.67, 71.00, 76.20),195.40815734063253
(31.49, 21.69, 25.93),(104.20, 70.52, 75.96),242.12860554837627
(35.98, 21.77, 25.88),(121.05, 69.28, 75.15),387.1899003403027
(38.16, 21.78, 25.81),(129.13, 68.39, 74.42),439.3571629919343
(31.75, 25.63, 30.32),(89.89, 75.46, 80.93),240.17125652071672
(34.08, 25.33, 29.90),(97.06, 73.87, 79.28),144.96660900715702
(36.79, 25.37, 29.89),(105.96, 73.56, 79.17),178.47684471611583
(42.16, 25.40, 29.81),(123.59, 72.65, 78.63),282.6070818527425
(44.76, 25.37, 29.71),(132.04, 71.91, 78.05),320.3634768258338
(36.27, 29.48, 34.46),(90.48, 77.00, 82.92),164.386771974316
(38.96, 29.10, 33.97),(97.60, 75.34, 81.36),102.92272791365174
(42.13, 29.12, 33.96),(106.69, 75.16, 81.38),125.94351358466558
(48.40, 29.13, 33.87),(124.70, 74.53, 81.15),198.35201205038356
(51.43, 29.07, 33.74),(133.28, 73.93, 80.73),226.05736627676035
(40.81, 33.37, 38.64),(90.77, 77.85, 83.59),96.62489579749217
(43.85, 32.91, 38.07),(97.87, 76.15, 82.03),64.38049389368875
(47.48, 32.93, 38.07),(107.11, 76.03, 82.15),77.58500861870722
(54.67, 32.91, 37.98),(125.45, 75.54, 82.13),119.78706123839063
(58.14, 32.82, 37.84),(134.19, 75.00, 81.83),137.09240121198468
(45.33, 37.28, 42.81),(90.48, 78.11, 83.37),50.17815199527346
(48.72, 36.73, 42.16),(97.43, 76.39, 81.72),34.14215439564171
(52.82, 36.74, 42.16),(106.77, 76.34, 81.90),40.232381700056806
(60.94, 36.71, 42.08),(125.33, 75.98, 82.00),60.41857914436228
(64.84, 36.60, 41.92),(134.15, 75.51, 81.74),69.1259710815861
(49.81, 41.18, 46.96),(89.65, 78.12, 83.00),55.82433471469744
(53.55, 40.54, 46.21),(96.53, 76.16, 81.03),26.26027850864962
(58.12, 40.55, 46.23),(105.93, 76.21, 81.30),34.02079049539458
(67.17, 40.51, 46.16),(124.63, 76.04, 81.59),58.36975547171799
(71.52, 40.38, 45.99),(133.50, 75.61, 81.36),65.54043062652741
(54.18, 45.04, 51.03),(87.24, 77.27, 81.40),66.69689691248125
(58.26, 44.32, 50.21),(94.15, 75.70, 80.09),31.467863430292535
(63.28, 44.34, 50.25),(103.36, 75.82, 80.36),40.30085922178962
(73.26, 44.30, 50.19),(121.80, 75.81, 80.68),67.21089609970599
(78.05, 44.15, 50.02),(130.63, 75.51, 80.62),74.99549959868853
(58.49, 48.81, 54.98),(86.34, 75.38, 78.95),110.91460084942491
(62.87, 48.03, 54.07),(92.33, 74.25, 77.25),44.52705763754163
(68.37, 48.06, 54.12),(101.65, 74.37, 77.51),59.06453350828102
(79.27, 48.02, 54.08),(120.18, 74.39, 77.81),103.13419162357552
(84.50, 47.86, 53.91),(128.89, 74.20, 77.68),112.92241645312868
(62.72, 50.00, 58.87),(84.59, 72.29, 77.90),161.2891550649319
(67.43, 50.00, 57.83),(91.11, 71.50, 75.18),80.1632866924879
(73.38, 50.00, 57.90),(100.32, 71.50, 75.57),105.52023576985725
(85.20, 50.00, 57.88),(118.65, 71.32, 75.95),183.07006010355713
(90.86, 50.00, 57.69),(127.36, 71.19, 75.62),208.85207584111333
(66.74, 50.00, 62.66),(80.31, 71.85, 75.63),159.70438243617917
(71.77, 50.00, 61.55),(86.91, 69.54, 74.23),80.68920742178317
(78.17, 50.00, 61.63),(95.66, 69.90, 74.64),104.25154624684262
(90.86, 50.00, 61.64),(113.29, 70.20, 75.15),177.81590948636062
(96.95, 50.00, 61.44),(121.80, 69.80, 75.05),202.51923557901847
(70.64, 50.00, 66.23),(78.01, 71.92, 71.47),195.76072271861932
(75.95, 50.00, 65.07),(83.58, 69.82, 70.59),92.05042640408588
(82.78, 50.00, 65.18),(92.26, 70.43, 70.89),122.43333280415467
(96.34, 50.00, 65.20),(109.59, 71.26, 71.33),216.9922739320807
(100.00, 50.00, 65.01),(117.75, 71.15, 71.41),246.9776490936678
(74.39, 50.00, 69.58),(75.05, 71.52, 66.93),237.92622109497094
(79.99, 50.00, 68.39),(80.75, 69.79, 66.28),120.16783217911167
(87.23, 50.00, 68.50),(89.07, 70.55, 66.44),159.564780019269
(100.00, 50.00, 68.54),(105.63, 71.71, 66.65),279.5878802130768
(100.00, 50.00, 68.36),(113.70, 71.81, 66.98),297.84941583313673
(77.92, 50.00, 72.74),(70.62, 69.19, 63.33),227.3842704737018
(83.80, 50.00, 71.50),(76.17, 68.54, 62.18),121.89400399255885
(91.43, 50.00, 71.62),(83.97, 69.10, 62.36),158.83036214793592
(100.00, 50.00, 71.67),(99.82, 70.01, 62.71),264.40776535354763
(100.00, 50.00, 71.52),(108.47, 70.22, 63.32),258.36336033726695
(81.30, 50.00, 75.74),(67.46, 65.91, 60.03),249.73180111305487
(87.42, 50.00, 74.44),(72.36, 65.31, 58.84),125.81836736900992
(95.43, 50.00, 74.56),(79.96, 65.68, 58.93),167.06688633073546
(100.00, 50.00, 74.64),(95.84, 66.71, 59.38),250.67620433230246
(100.00, 50.00, 74.52),(105.04, 67.16, 59.98),245.2522244729413
(84.45, 50.00, 78.55),(63.00, 63.86, 56.14),253.92943174369833
(90.84, 50.00, 77.18),(68.44, 62.73, 54.85),135.54134458908135
(99.20, 50.00, 77.30),(75.46, 63.11, 54.83),177.8333240820196
(100.00, 50.00, 77.42),(91.70, 64.53, 55.64),235.91773137863618
(100.00, 50.00, 77.34),(101.52, 65.04, 56.28),233.54566321935474
(87.32, 50.00, 81.22),(57.57, 63.83, 53.40),250.06865876999396
(93.98, 50.00, 79.78),(62.88, 61.88, 51.86),131.68653443840566
(100.00, 50.00, 79.91),(69.32, 62.42, 52.10),172.91832605161449
(100.00, 50.00, 80.06),(87.01, 63.95, 52.81),210.65554699410885
(100.00, 50.00, 79.99),(97.45, 64.31, 53.13),211.31433894140937
(89.96, 50.00, 83.73),(52.68, 64.69, 50.25),257.2836577825919
(96.86, 50.00, 82.25),(57.59, 62.47, 49.46),134.81363174874718
(100.00, 50.00, 82.41),(63.97, 63.06, 49.96),164.99203960903478
(100.00, 50.00, 82.55),(83.07, 64.20, 49.78),197.61214759874315
(100.00, 50.00, 82.49),(93.99, 64.32, 49.85),199.30987342841712
(92.37, 50.00, 86.04),(48.15, 64.10, 46.08),250.306675569878
(99.50, 50.00, 84.54),(52.70, 62.66, 45.78),133.8580193343804
(100.00, 50.00, 84.73),(59.38, 63.09, 46.47),148.91789939577652
(100.00, 50.00, 84.86),(79.94, 63.39, 46.06),179.50243569068033
(100.00, 50.00, 84.79),(91.26, 63.48, 46.16),184.28725600661878
(94.55, 50.00, 88.17),(43.78, 62.28, 42.59),246.3354839838819
(100.00, 50.00, 86.64),(48.12, 61.14, 42.06),130.23016940176635
(100.00, 50.00, 86.88),(55.66, 61.46, 42.95),134.89324606536516
(100.00, 50.00, 87.01),(77.15, 61.73, 43.01),169.42909747437972
(100.00, 50.00, 86.94),(88.80, 61.98, 42.94),174.29728552955527
(96.52, 50.00, 90.13),(39.28, 60.95, 39.28),241.77858760688707
(100.00, 50.00, 88.59),(43.81, 59.56, 39.00),121.54313074663
(100.00, 50.00, 88.87),(52.30, 59.85, 39.79),127.04481824928178
(100.00, 50.00, 89.00),(74.46, 60.54, 39.92),161.10518251753723
(100.00, 50.00, 88.93),(86.52, 60.85, 39.68),165.76000767988685
(98.26, 50.00, 91.93),(34.83, 60.82, 35.93),231.0361578860522
(100.00, 50.00, 90.39),(39.77, 58.97, 35.94),109.36626786324604
(100.00, 50.00, 90.69),(49.13, 59.33, 36.42),115.56205536032758
(100.00, 50.00, 90.83),(72.20, 60.31, 36.49),148.83355595246715
(100.00, 50.00, 90.74),(84.54, 60.54, 36.26),154.66899189183772
(99.79, 50.00, 93.57),(30.60, 61.26, 32.88),222.87417534886174
(100.00, 50.00, 92.04),(36.27, 59.22, 33.03),99.11433436896542
(100.00, 50.00, 92.35),(46.40, 59.70, 33.27),106.46272346780762
(100.00, 50.00, 92.49),(70.26, 60.64, 33.27),141.33550746545242
(100.00, 50.00, 92.39),(82.78, 60.68, 33.03),147.08153843546924
(100.00, 50.00, 95.06),(26.67, 61.38, 29.70),212.62386050857737
(100.00, 50.00, 93.54),(33.29, 59.53, 30.10),91.01065474144255
(100.00, 50.00, 93.86),(43.98, 59.99, 30.23),99.34952203881647
(100.00, 50.00, 93.99),(68.53, 60.69, 30.07),133.38833064773513
(100.00, 50.00, 93.88),(81.27, 60.60, 29.83),138.9871669844333
(100.00, 50.00, 96.38),(23.35, 61.05, 26.37),193.14909790641013
(100.00, 50.00, 94.89),(30.85, 59.45, 26.94),82.78274968462094
(100.00, 50.00, 95.22),(42.00, 59.78, 27.04),91.11106779865199
(100.00, 50.00, 95.34),(67.23, 60.26, 26.86),124.02300735921486
(100.00, 50.00, 95.21),(80.15, 60.15, 26.67),129.86063727312097
(100.00, 50.00, 97.54),(20.48, 60.57, 23.19),174.9772090273156
(100.00, 50.00, 96.08),(28.85, 58.99, 23.83),75.62149950543983
(100.00, 50.00, 96.41),(40.44, 59.27, 23.93),84.09557466610167
(100.00, 50.00, 96.53),(66.16, 59.65, 23.83),116.12579790747459
(100.00, 50.00, 96.40),(79.22, 59.56, 23.68),121.77246335571442
(100.00, 50.00, 98.55),(17.88, 60.30, 20.29),157.98283759738553
(100.00, 50.00, 97.13),(26.97, 58.56, 21.00),69.10000790592507
(100.00, 50.00, 97.46),(39.00, 58.86, 21.03),77.50208797037666
(100.00, 50.00, 97.58),(65.11, 59.26, 20.98),107.73024931458276
(100.00, 50.00, 97.44),(78.30, 59.18, 20.86),113.18006443202948
(100.00, 50.00, 99.43),(15.57, 60.29, 17.59),142.28242270880259
(100.00, 50.00, 98.05),(25.25, 58.43, 18.41),62.68702660572311
(100.00, 50.00, 98.38),(37.66, 58.76, 18.35),70.75505458625436
(100.00, 50.00, 98.49),(64.17, 59.18, 18.29),99.15475057057215
(100.00, 50.00, 98.35),(77.49, 59.07, 18.20),104.43169619443083
(100.00, 50.00, 100.18),(13.58, 60.35, 15.05),128.08114014785863
(100.00, 50.00, 98.85),(23.81, 58.49, 15.98),56.89723909584876
(100.00, 50.00, 99.17),(36.51, 58.82, 15.86),64.59070787054462
(100.00, 50.00, 99.28),(63.40, 59.19, 15.77),91.132163385114
(100.00, 50.00, 99.14),(76.81, 59.02, 15.72),96.08240870871637
(100.00, 50.00, 100.81),(11.86, 60.32, 12.66),114.89169151955717
(100.00, 50.00, 99.54),(22.59, 58.52, 13.68),51.54958626111444
(100.00, 50.00, 99.85),(35.53, 58.81, 13.52),58.681989838381085
(100.00, 50.00, 99.95),(62.72, 59.09, 13.42),83.05994431601788
(100.00, 50.00, 99.81),(76.22, 58.90, 13.39),87.67687959697463
(100.00, 50.00, 101.34),(10.36, 60.22, 10.43),102.65537309361704
(100.00, 50.00, 100.11),(21.54, 58.44, 11.51),46.4551814960259
(100.00, 50.00, 100.42),(34.69, 58.69, 11.33),52.95162123779893
(100.00, 50.00, 100.51),(62.12, 58.91, 11.23),75.11549864961863
(100.00, 50.00, 100.37),(75.70, 58.71, 11.23),79.39041111935398
(100.00, 50.00, 101.75),(9.05, 60.13, 8.38),91.30486736719519
(100.00, 50.00, 100.59),(20.62, 58.32, 9.51),41.67526452499995
(100.00, 50.00, 100.88),(33.97, 58.56, 9.31),47.513017142469465
(100.00, 50.00, 100.97),(61.60, 58.75, 9.22),67.41812632497533
(100.00, 50.00, 100.83),(75.24, 58.54, 9.24),71.32614098197216
(100.00, 50.00, 102.08),(7.90, 60.08, 6.52),80.73766766823073
(100.00, 50.00, 100.97),(19.80, 58.24, 7.69),37.17818520350963
(100.00, 50.00, 101.26),(33.32, 58.48, 7.46),42.3081601263672
(100.00, 50.00, 101.34),(61.13, 58.66, 7.38),59.94167362117425
(100.00, 50.00, 101.20),(74.84, 58.41, 7.42),63.457230755219165
(100.00, 50.00, 102.32),(6.89, 60.06, 4.84),70.94313371309843
(100.00, 50.00, 101.27),(19.09, 58.21, 6.04),32.98356403623397
(100.00, 50.00, 101.54),(32.75, 58.45, 5.80),37.3966557754393
(100.00, 50.00, 101.63),(60.73, 58.61, 5.71),52.801236516037406
(100.00, 50.00, 101.49),(74.53, 58.30, 5.76),55.89274637688148
(100.00, 50.00, 102.49),(6.02, 60.04, 3.31),61.87361656408123
(100.00, 50.00, 101.50),(18.49, 58.19, 4.54),29.110221770962404
(100.00, 50.00, 101.76),(32.26, 58.43, 4.28),32.79384835326069
(100.00, 50.00, 101.84),(60.39, 58.55, 4.19),45.99568303634334
(100.00, 50.00, 101.70),(74.27, 58.19, 4.26),48.79493107393422
(100.00, 50.00, 102.58),(5.27, 60.00, 1.93),53.49543206465023
(100.00, 50.00, 101.66),(17.98, 58.15, 3.18),25.54370266568001
(100.00, 50.00, 101.90),(31.85, 58.38, 2.91),28.492016650912937
(100.00, 50.00, 101.98),(60.09, 58.47, 2.82),39.54922923539614
(100.00, 50.00, 101.85),(74.01, 58.13, 2.91),41.970367752275216
(100.00, 50.00, 102.62),(4.61, 59.96, 0.70),45.80850692990086
(100.00, 50.00, 101.76),(17.53, 58.11, 1.95),22.293167583419446
(100.00, 50.00, 101.99),(31.50, 58.32, 1.68),24.52790871780781
(100.00, 50.00, 102.06),(59.83, 58.39, 1.60),33.5207267113566
(100.00, 50.00, 101.93),(73.70, 58.08, 1.70),35.680048362396704
(100.00, 50.00, 102.60),(4.04, 59.93, -0.38),38.8395647566028
(100.00, 50.00, 101.80),(17.13, 58.08, 0.87),19.39216703378208
(100.00, 50.00, 102.02),(31.18, 58.28, 0.59),20.94803026255867
(100.00, 50.00, 102.08),(59.60, 58.33, 0.52),27.976604490404043
(100.00, 50.00, 101.97),(73.43, 58.01, 0.62),29.942069045891525
(100.00, 50.00, 102.53),(3.53, 59.90, -1.32),32.64908977005859
(100.00, 50.00, 101.80),(16.77, 58.05, -0.09),16.89868283372348
(100.00, 50.00, 102.00),(30.90, 58.25, -0.37),17.833109288110894
(100.00, 50.00, 102.06),(59.39, 58.29, -0.44),23.039076852334112
(100.00, 50.00, 101.95),(73.23, 57.98, -0.32),24.84577659287943
(100.00, 50.00, 102.43),(3.09, 59.88, -2.15),27.32520655377717
(100.00, 50.00, 101.75),(16.46, 58.04, -0.92),14.873356896512615
(100.00, 50.00, 101.94),(30.65, 58.23, -1.21),15.28203377736779
(100.00, 50.00, 102.00),(59.20, 58.25, -1.27),18.8670284091163
(100.00, 50.00, 101.89),(73.10, 57.96, -1.14),20.588368201592967
(100.00, 50.00, 102.28),(2.70, 59.86, -2.86),23.003391770081926
(100.00, 50.00, 101.67),(16.20, 58.03, -1.65),13.36446920885364
(100.00, 50.00, 101.84),(30.44, 58.21, -1.94),13.395503984387553
(100.00, 50.00, 101.90),(59.04, 58.22, -2.01),15.690280638946966
(100.00, 50.00, 101.80),(73.00, 57.87, -1.88),17.5091989421216
(100.00, 50.00, 102.11),(2.36, 59.85, -3.46),19.87379700787721
(100.00, 50.00, 101.55),(15.98, 58.03, -2.28),12.407425259825438
(100.00, 50.00, 101.71),(30.26, 58.20, -2.56),12.270989326455139
(100.00, 50.00, 101.77),(58.91, 58.19, -2.64),13.815493194209678
(100.00, 50.00, 101.67),(72.91, 57.79, -2.54),15.899441641461458
(100.00, 50.00, 101.91),(2.07, 59.86, -3.97),18.11030201447887
(100.00, 50.00, 101.41),(15.81, 58.04, -2.81),11.999831843419914
(100.00, 50.00, 101.56),(30.13, 58.20, -3.09),11.942169205970103
(100.00, 50.00, 101.61),(58.82, 58.17, -3.17),13.507228571610376
(100.00, 50.00, 101.52),(72.84, 57.76, -3.08),15.711014190833776
(100.00, 50.00, 101.70),(1.81, 59.88, -4.36),17.72054607196319
(100.00, 50.00, 101.25),(15.67, 58.06, -3.25),12.068891888620412
(100.00, 50.00, 101.38),(30.04, 58.21, -3.53),12.260134833437196
(100.00, 50.00, 101.43),(58.77, 58.15, -3.61),14.124290706714113
(100.00, 50.00, 101.34),(72.80, 57.74, -3.48),16.205949550956394
(100.00, 50.00, 101.46),(1.60, 59.93, -4.66),18.496353308956596
(100.00, 50.00, 101.07),(15.58, 58.08, -3.62),12.523508524987303
(100.00, 50.00, 101.19),(29.99, 58.21, -3.92),13.17863098666372
(100.00, 50.00, 101.23),(58.76, 58.11, -4.04),16.355999420361407
(100.00, 50.00, 101.15),(72.82, 57.66, -3.86),18.549014176108816
(100.00, 50.00, 101.22),(1.43, 59.98, -4.87),20.07494151132494
(100.00, 50.00, 100.87),(15.50, 58.11, -3.92),13.197546336878345
(100.00, 50.00, 100.98),(29.95, 58.24, -4.22),14.065113537024978
(100.00, 50.00, 101.01),(58.73, 58.14, -4.36),16.152888677693436
(100.00, 50.00, 100.94),(72.79, 57.71, -4.23),18.94978644682906
(100.00, 50.00, 100.97),(1.29, 60.01, -4.99),21.97444851758538
(100.00, 50.00, 100.67),(15.46, 58.13, -4.10),13.996803544492618
(100.00, 50.00, 100.76),(29.96, 58.21, -4.39),15.156181771966
(100.00, 50.00, 100.78),(58.78, 57.96, -4.57),16.800032850499445
(100.00, 50.00, 100.72),(72.75, 57.54, -4.33),18.084573322668234
(100.00, 50.00, 100.72),(1.15, 60.00, -5.02),23.933424331298237
(100.00, 50.00, 100.46),(15.43, 58.11, -4.18),14.994389295396
(100.00, 50.00, 100.53),(30.00, 58.13, -4.47),16.977453375811965
(100.00, 50.00, 100.54),(58.86, 57.74, -4.83),22.974500591758378
(100.00, 50.00, 100.50),(72.74, 57.25, -4.52),24.115195181431858
(100.00, 50.00, 100.47),(1.00, 59.96, -5.00),25.834940523521343
(100.00, 50.00, 100.25),(15.32, 58.07, -4.17),15.90461395021984
(100.00, 50.00, 100.31),(29.89, 58.08, -4.43),18.21453459313212
(100.00, 50.00, 100.30),(58.88, 57.62, -4.81),26.25827571903853
(100.00, 50.00, 100.27),(72.72, 57.07, -4.51),29.13721764815803
(100.00, 50.00, 100.22),(0.84, 59.93, -4.94),27.54995009461294
(100.00, 50.00, 100.04),(15.14, 58.08, -4.17),16.708008273739434
(100.00, 50.00, 100.09),(29.67, 58.16, -4.46),19.275196087367547
(100.00, 50.00, 100.06),(58.66, 57.80, -4.84),25.878552193933636
(100.00, 50.00, 100.04),(72.65, 57.27, -4.59),27.58531451004285
(100.00, 50.00, 99.98),(0.70, 59.94, -4.86),29.048561384027273
(100.00, 50.00, 99.83),(15.01, 58.14, -4.18),17.45608029073463
(100.00, 50.00, 99.86),(29.61, 58.28, -4.51),20.48953242499732
(100.00, 50.00, 99.80),(58.69, 57.98, -5.03),30.328711681152
(100.00, 50.00, 99.80),(72.78, 57.35, -4.83),33.0865844947711
(100.00, 50.00, 99.74),(0.62, 59.96, -4.74),30.386434006472097
(100.00, 50.00, 99.63),(14.97, 58.16, -4.11),18.066278699792594
(100.00, 50.00, 99.64),(29.61, 58.26, -4.40),21.257938386614022
(100.00, 50.00, 99.56),(58.72, 57.91, -4.85),30.98682280267559
(100.00, 50.00, 99.57),(72.82, 57.33, -4.68),34.184997883069514
(100.00, 50.00, 99.51),(0.56, 59.96, -4.57),31.574137502069057
(100.00, 50.00, 99.43),(14.96, 58.13, -3.98),18.679038966942688
(100.00, 50.00, 99.43),(29.58, 58.16, -4.21),22.21416098857788
(100.00, 50.00, 99.33),(58.48, 57.71, -4.61),33.10476330160661
(100.00, 50.00, 99.34),(72.54, 57.30, -4.46),35.496847060027946
(100.00, 50.00, 99.29),(0.50, 59.95, -4.39),32.57103132711896
(100.00, 50.00, 99.24),(14.94, 58.10, -3.82),19.212195129361255
(100.00, 50.00, 99.23),(29.55, 58.11, -4.02),22.93765614107585
(100.00, 50.00, 99.11),(58.35, 57.55, -4.34),35.509234784925354
(100.00, 50.00, 99.13),(72.32, 57.20, -4.20),38.258193005173965
(100.00, 50.00, 99.08),(0.43, 59.94, -4.18),33.37408022096795
(100.00, 50.00, 99.06),(14.87, 58.10, -3.67),19.601896786663648
(100.00, 50.00, 99.04),(29.45, 58.15, -3.85),23.349263804106766
(100.00, 50.00, 98.91),(58.27, 57.70, -4.15),34.73559663289288
(100.00, 50.00, 98.93),(72.35, 57.33, -4.04),37.38105108767023
(100.00, 50.00, 98.89),(0.36, 59.93, -3.97),34.00654630904157
(100.00, 50.00, 98.88),(14.79, 58.12, -3.50),19.94085130659317
(100.00, 50.00, 98.85),(29.33, 58.21, -3.68),23.828173230226863
(100.00, 50.00, 98.70),(58.06, 57.93, -4.02),36.722647456506465
(100.00, 50.00, 98.73),(72.27, 57.61, -3.98),39.3149944228784
(100.00, 50.00, 98.70),(0.30, 59.94, -3.75),34.48338197222861
(100.00, 50.00, 98.71),(14.74, 58.14, -3.33),20.202553068905477
(100.00, 50.00, 98.68),(29.29, 58.25, -3.49),24.11150850233294
(100.00, 50.00, 98.52),(57.99, 58.07, -3.79),37.38311399327084
(100.00, 50.00, 98.54),(72.23, 57.79, -3.80),40.370343662557104
(100.00, 50.00, 98.52),(0.27, 59.94, -3.51),34.822560274526424
(100.00, 50.00, 98.56),(14.72, 58.14, -3.14),20.398695252186165
(100.00, 50.00, 98.52),(29.30, 58.23, -3.27),24.32026742756621
(100.00, 50.00, 98.34),(58.05, 57.99, -3.51),37.1379673837678
(100.00, 50.00, 98.37),(72.21, 57.72, -3.51),40.041073602620195
(100.00, 50.00, 98.36),(0.24, 59.94, -3.27),35.03607455610309
(100.00, 50.00, 98.41),(14.72, 58.12, -2.94),20.55282001047783
(100.00, 50.00, 98.37),(29.30, 58.19, -3.03),24.513696777333017
(100.00, 50.00, 98.18),(58.05, 57.84, -3.21),37.87150241003208
(100.00, 50.00, 98.21),(72.11, 57.60, -3.20),40.92295195398548
(100.00, 50.00, 98.21),(0.21, 59.93, -3.03),35.13103862425073
(100.00, 50.00, 98.27),(14.69, 58.12, -2.73),20.644823977940554
(100.00, 50.00, 98.22),(29.26, 58.19, -2.81),24.57381350671622
(100.00, 50.00, 98.03),(58.02, 57.85, -2.93),37.628950820388255
(100.00, 50.00, 98.06),(72.08, 57.61, -2.92),40.802363462831636
(100.00, 50.00, 98.07),(0.18, 59.92, -2.79),35.12083772040833
(100.00, 50.00, 98.15),(14.66, 58.13, -2.54),20.688308519459895
(100.00, 50.00, 98.09),(29.23, 58.23, -2.61),24.58928508540444
(100.00, 50.00, 97.90),(58.05, 57.99, -2.73),37.442660048387594
(100.00, 50.00, 97.92),(72.16, 57.69, -2.73),40.53376056133047
(100.00, 50.00, 97.94),(0.15, 59.93, -2.56),35.02057969413459
(100.00, 50.00, 98.03),(14.63, 58.14, -2.35),20.69466807256515
(100.00, 50.00, 97.97),(29.21, 58.26, -2.42),24.563555646884026
(100.00, 50.00, 97.77),(58.08, 58.10, -2.53),37.38714099367329
(100.00, 50.00, 97.80),(72.24, 57.78, -2.55),40.54744715574652
(100.00, 50.00, 97.82),(0.13, 59.93, -2.33),34.843254047781066
(100.00, 50.00, 97.92),(14.62, 58.14, -2.16),20.664456024305906
(100.00, 50.00, 97.86),(29.21, 58.27, -2.21),24.480429535777603
(100.00, 50.00, 97.66),(58.10, 58.10, -2.28),36.92933636652881
(100.00, 50.00, 97.68),(72.25, 57.79, -2.31),40.101621017092754
(100.00, 50.00, 97.72),(0.12, 59.93, -2.11),34.59999814403425
(100.00, 50.00, 97.82),(14.62, 58.14, -1.96),20.60618669256912
(100.00, 50.00, 97.76),(29.22, 58.25, -2.00),24.373728063867688
(100.00, 50.00, 97.55),(58.14, 58.04, -2.03),36.626071390170715
(100.00, 50.00, 97.58),(72.24, 57.73, -2.05),39.78389064179048
(100.00, 50.00, 97.62),(0.10, 59.92, -1.89),34.30036199855974
(100.00, 50.00, 97.74),(14.61, 58.13, -1.78),20.52183462779029
(100.00, 50.00, 97.67),(29.21, 58.25, -1.80),24.22983134727409
(100.00, 50.00, 97.46),(58.15, 58.00, -1.79),36.23663239155475
(100.00, 50.00, 97.49),(72.24, 57.69, -1.80),39.42268185348235
(100.00, 50.00, 97.54),(0.09, 59.92, -1.69),33.95385812635103
(100.00, 50.00, 97.66),(14.60, 58.13, -1.60),20.414287616351032
(100.00, 50.00, 97.59),(29.19, 58.25, -1.61),24.055518461806038
